"","trap","number","date","region","region_name"
"525","NW7",4,2024-09-06,"NW","NW7"
"526","SW1",2,2024-09-06,"SW","SW1"
"527","SW2",0,2024-09-06,"SW","SW2"
"528","SW3",0,2024-09-06,"SW","SW3"
"529","SW4",1,2024-09-06,"SW","SW4"
"530","SW5",1,2024-09-06,"SW","SW5"
"531","SW6",2,2024-09-06,"SW","SW6"
"532","SW7",0,2024-09-06,"SW","SW7"
"533","NE1",4,2024-09-06,"NE","NE1"
"534","NE2",2,2024-09-06,"NE","NE2"
"535","NE3",3,2024-09-06,"NE","NE3"
"536","NE4",2,2024-09-06,"NE","NE4"
"537","NE5",2,2024-09-06,"NE","NE5"
"538","NE6",2,2024-09-06,"NE","NE6"
"539","NE7",1,2024-09-06,"NE","NE7"
"540","SE1",NA,2024-09-06,"SE","SE1"
"541","SE2",1,2024-09-06,"SE","SE2"
"542","SE3",0,2024-09-06,"SE","SE3"
"543","SE4",3,2024-09-06,"SE","SE4"
"544","SE5",1,2024-09-06,"SE","SE5"
"545","SE6",0,2024-09-06,"SE","SE6"
"546","SE7",0,2024-09-06,"SE","SE7"
"547","aa",5,2024-09-06,"Out of City Limits","Lilyfield"
"548","bb",0,2024-09-06,"Out of City Limits","North Perimeter"
"549","cc",1,2024-09-06,"Out of City Limits","West St. Paul"
"550","dd",0,2024-09-06,"Out of City Limits","East St. Paul"
"551","ee",1,2024-09-06,"Out of City Limits","Springfield"
"552","ff",0,2024-09-06,"Out of City Limits","Ritchot"
"553","gg",1,2024-09-06,"Out of City Limits","MacDonald"
"554","hh",3,2024-09-06,"Out of City Limits","Headingly"
"555","ii",0,2024-09-06,"Out of City Limits","Rosser"
"556","NW1",NA,2024-09-05,"NW","NW1"
"557","NW2",0,2024-09-05,"NW","NW2"
"558","NW3",0,2024-09-05,"NW","NW3"
"559","NW4",6,2024-09-05,"NW","NW4"
"560","NW5",3,2024-09-05,"NW","NW5"
"561","NW6",NA,2024-09-05,"NW","NW6"
"562","NW7",4,2024-09-05,"NW","NW7"
"563","SW1",0,2024-09-05,"SW","SW1"
"564","SW2",0,2024-09-05,"SW","SW2"
"565","SW3",2,2024-09-05,"SW","SW3"
"566","SW4",0,2024-09-05,"SW","SW4"
"567","SW5",0,2024-09-05,"SW","SW5"
"568","SW6",1,2024-09-05,"SW","SW6"
"569","SW7",0,2024-09-05,"SW","SW7"
"570","NE1",5,2024-09-05,"NE","NE1"
"571","NE2",3,2024-09-05,"NE","NE2"
"572","NE3",5,2024-09-05,"NE","NE3"
"573","NE4",0,2024-09-05,"NE","NE4"
"574","NE5",3,2024-09-05,"NE","NE5"
"575","NE6",1,2024-09-05,"NE","NE6"
"576","NE7",7,2024-09-05,"NE","NE7"
"577","SE1",NA,2024-09-05,"SE","SE1"
"578","SE2",2,2024-09-05,"SE","SE2"
"579","SE3",2,2024-09-05,"SE","SE3"
"580","SE4",6,2024-09-05,"SE","SE4"
"581","SE5",2,2024-09-05,"SE","SE5"
"582","SE6",1,2024-09-05,"SE","SE6"
"583","SE7",5,2024-09-05,"SE","SE7"
"584","aa",2,2024-09-05,"Out of City Limits","Lilyfield"
"585","bb",0,2024-09-05,"Out of City Limits","North Perimeter"
"586","cc",1,2024-09-05,"Out of City Limits","West St. Paul"
"587","dd",1,2024-09-05,"Out of City Limits","East St. Paul"
"588","ee",0,2024-09-05,"Out of City Limits","Springfield"
"589","ff",4,2024-09-05,"Out of City Limits","Ritchot"
"590","gg",7,2024-09-05,"Out of City Limits","MacDonald"
"591","hh",5,2024-09-05,"Out of City Limits","Headingly"
"592","ii",0,2024-09-05,"Out of City Limits","Rosser"
"593","NW1",NA,2024-09-04,"NW","NW1"
"594","NW2",1,2024-09-04,"NW","NW2"
"595","NW3",3,2024-09-04,"NW","NW3"
"596","NW4",9,2024-09-04,"NW","NW4"
"597","NW5",4,2024-09-04,"NW","NW5"
"598","NW6",NA,2024-09-04,"NW","NW6"
"599","NW7",2,2024-09-04,"NW","NW7"
"600","SW1",0,2024-09-04,"SW","SW1"
"601","SW2",7,2024-09-04,"SW","SW2"
"602","SW3",12,2024-09-04,"SW","SW3"
"603","SW4",1,2024-09-04,"SW","SW4"
"604","SW5",5,2024-09-04,"SW","SW5"
"605","SW6",4,2024-09-04,"SW","SW6"
"606","SW7",5,2024-09-04,"SW","SW7"
"607","NE1",16,2024-09-04,"NE","NE1"
"608","NE2",15,2024-09-04,"NE","NE2"
"609","NE3",6,2024-09-04,"NE","NE3"
"610","NE4",1,2024-09-04,"NE","NE4"
"611","NE5",1,2024-09-04,"NE","NE5"
"612","NE6",0,2024-09-04,"NE","NE6"
"613","NE7",6,2024-09-04,"NE","NE7"
"614","SE1",NA,2024-09-04,"SE","SE1"
"615","SE2",9,2024-09-04,"SE","SE2"
"616","SE3",3,2024-09-04,"SE","SE3"
"617","SE4",NA,2024-09-04,"SE","SE4"
"618","SE5",1,2024-09-04,"SE","SE5"
"619","SE6",1,2024-09-04,"SE","SE6"
"620","SE7",1,2024-09-04,"SE","SE7"
"621","aa",16,2024-09-04,"Out of City Limits","Lilyfield"
"622","bb",2,2024-09-04,"Out of City Limits","North Perimeter"
"623","cc",5,2024-09-04,"Out of City Limits","West St. Paul"
"624","dd",3,2024-09-04,"Out of City Limits","East St. Paul"
"625","ee",0,2024-09-04,"Out of City Limits","Springfield"
"626","ff",1,2024-09-04,"Out of City Limits","Ritchot"
"627","gg",4,2024-09-04,"Out of City Limits","MacDonald"
"628","hh",10,2024-09-04,"Out of City Limits","Headingly"
"629","ii",1,2024-09-04,"Out of City Limits","Rosser"
"630","NW1",NA,2024-09-03,"NW","NW1"
"631","NW2",2,2024-09-03,"NW","NW2"
"632","NW3",3,2024-09-03,"NW","NW3"
"633","NW4",5,2024-09-03,"NW","NW4"
"634","NW5",4,2024-09-03,"NW","NW5"
"635","NW6",NA,2024-09-03,"NW","NW6"
"636","NW7",2,2024-09-03,"NW","NW7"
"637","SW1",0,2024-09-03,"SW","SW1"
"638","SW2",3,2024-09-03,"SW","SW2"
"639","SW3",1,2024-09-03,"SW","SW3"
"640","SW4",0,2024-09-03,"SW","SW4"
"641","SW5",2,2024-09-03,"SW","SW5"
"642","SW6",4,2024-09-03,"SW","SW6"
"643","SW7",1,2024-09-03,"SW","SW7"
"644","NE1",11,2024-09-03,"NE","NE1"
"645","NE2",9,2024-09-03,"NE","NE2"
"646","NE3",10,2024-09-03,"NE","NE3"
"647","NE4",3,2024-09-03,"NE","NE4"
"648","NE5",1,2024-09-03,"NE","NE5"
"649","NE6",3,2024-09-03,"NE","NE6"
"650","NE7",9,2024-09-03,"NE","NE7"
"651","SE1",NA,2024-09-03,"SE","SE1"
"652","SE2",4,2024-09-03,"SE","SE2"
"653","SE3",3,2024-09-03,"SE","SE3"
"654","SE4",NA,2024-09-03,"SE","SE4"
"655","SE5",4,2024-09-03,"SE","SE5"
"656","SE6",3,2024-09-03,"SE","SE6"
"657","SE7",3,2024-09-03,"SE","SE7"
"658","aa",6,2024-09-03,"Out of City Limits","Lilyfield"
"659","bb",4,2024-09-03,"Out of City Limits","North Perimeter"
"660","cc",4,2024-09-03,"Out of City Limits","West St. Paul"
"661","dd",4,2024-09-03,"Out of City Limits","East St. Paul"
"662","ee",1,2024-09-03,"Out of City Limits","Springfield"
"663","ff",3,2024-09-03,"Out of City Limits","Ritchot"
"664","gg",4,2024-09-03,"Out of City Limits","MacDonald"
"665","hh",6,2024-09-03,"Out of City Limits","Headingly"
"666","ii",1,2024-09-03,"Out of City Limits","Rosser"
"667","NW1",NA,2024-08-30,"NW","NW1"
"668","NW2",1,2024-08-30,"NW","NW2"
"669","NW3",1,2024-08-30,"NW","NW3"
"670","NW4",2,2024-08-30,"NW","NW4"
"671","NW5",3,2024-08-30,"NW","NW5"
"672","NW6",0,2024-08-30,"NW","NW6"
"673","NW7",3,2024-08-30,"NW","NW7"
"674","SW1",0,2024-08-30,"SW","SW1"
"675","SW2",0,2024-08-30,"SW","SW2"
"676","SW3",0,2024-08-30,"SW","SW3"
"677","SW4",0,2024-08-30,"SW","SW4"
"678","SW5",1,2024-08-30,"SW","SW5"
"679","SW6",1,2024-08-30,"SW","SW6"
"680","SW7",0,2024-08-30,"SW","SW7"
"681","NE1",2,2024-08-30,"NE","NE1"
"682","NE2",8,2024-08-30,"NE","NE2"
"683","NE3",4,2024-08-30,"NE","NE3"
"684","NE4",1,2024-08-30,"NE","NE4"
"685","NE5",1,2024-08-30,"NE","NE5"
"686","NE6",0,2024-08-30,"NE","NE6"
"687","NE7",2,2024-08-30,"NE","NE7"
"688","SE1",0,2024-08-30,"SE","SE1"
"689","SE2",1,2024-08-30,"SE","SE2"
"690","SE3",2,2024-08-30,"SE","SE3"
"691","SE4",0,2024-08-30,"SE","SE4"
"692","SE5",2,2024-08-30,"SE","SE5"
"693","SE6",0,2024-08-30,"SE","SE6"
"694","SE7",5,2024-08-30,"SE","SE7"
"695","aa",0,2024-08-30,"Out of City Limits","Lilyfield"
"696","bb",3,2024-08-30,"Out of City Limits","North Perimeter"
"697","cc",1,2024-08-30,"Out of City Limits","West St. Paul"
"698","dd",1,2024-08-30,"Out of City Limits","East St. Paul"
"699","ee",0,2024-08-30,"Out of City Limits","Springfield"
"700","ff",0,2024-08-30,"Out of City Limits","Ritchot"
"701","gg",5,2024-08-30,"Out of City Limits","MacDonald"
"702","hh",1,2024-08-30,"Out of City Limits","Headingly"
"703","ii",0,2024-08-30,"Out of City Limits","Rosser"
"704","NW1",NA,2024-08-29,"NW","NW1"
"705","NW2",1,2024-08-29,"NW","NW2"
"706","NW3",3,2024-08-29,"NW","NW3"
"707","NW4",0,2024-08-29,"NW","NW4"
"708","NW5",0,2024-08-29,"NW","NW5"
"709","NW6",0,2024-08-29,"NW","NW6"
"710","NW7",14,2024-08-29,"NW","NW7"
"711","SW1",NA,2024-08-29,"SW","SW1"
"712","SW2",2,2024-08-29,"SW","SW2"
"713","SW3",4,2024-08-29,"SW","SW3"
"714","SW4",0,2024-08-29,"SW","SW4"
"715","SW5",0,2024-08-29,"SW","SW5"
"716","SW6",1,2024-08-29,"SW","SW6"
"717","SW7",0,2024-08-29,"SW","SW7"
"718","NE1",17,2024-08-29,"NE","NE1"
"719","NE2",18,2024-08-29,"NE","NE2"
"720","NE3",8,2024-08-29,"NE","NE3"
"721","NE4",2,2024-08-29,"NE","NE4"
"722","NE5",2,2024-08-29,"NE","NE5"
"723","NE6",1,2024-08-29,"NE","NE6"
"724","NE7",7,2024-08-29,"NE","NE7"
"725","SE1",2,2024-08-29,"SE","SE1"
"726","SE2",6,2024-08-29,"SE","SE2"
"727","SE3",0,2024-08-29,"SE","SE3"
"728","SE4",9,2024-08-29,"SE","SE4"
"729","SE5",0,2024-08-29,"SE","SE5"
"730","SE6",0,2024-08-29,"SE","SE6"
"731","SE7",8,2024-08-29,"SE","SE7"
"732","aa",1,2024-08-29,"Out of City Limits","Lilyfield"
"733","bb",0,2024-08-29,"Out of City Limits","North Perimeter"
"734","cc",0,2024-08-29,"Out of City Limits","West St. Paul"
"735","dd",10,2024-08-29,"Out of City Limits","East St. Paul"
"736","ee",1,2024-08-29,"Out of City Limits","Springfield"
"737","ff",11,2024-08-29,"Out of City Limits","Ritchot"
"738","gg",9,2024-08-29,"Out of City Limits","MacDonald"
"739","hh",14,2024-08-29,"Out of City Limits","Headingly"
"740","ii",0,2024-08-29,"Out of City Limits","Rosser"
"741","NW1",NA,2024-08-28,"NW","NW1"
"742","NW2",2,2024-08-28,"NW","NW2"
"743","NW3",2,2024-08-28,"NW","NW3"
"744","NW4",2,2024-08-28,"NW","NW4"
"745","NW5",0,2024-08-28,"NW","NW5"
"746","NW6",0,2024-08-28,"NW","NW6"
"747","NW7",1,2024-08-28,"NW","NW7"
"748","SW1",0,2024-08-28,"SW","SW1"
"749","SW2",0,2024-08-28,"SW","SW2"
"750","SW3",1,2024-08-28,"SW","SW3"
"751","SW4",0,2024-08-28,"SW","SW4"
"752","SW5",2,2024-08-28,"SW","SW5"
"753","SW6",1,2024-08-28,"SW","SW6"
"754","SW7",0,2024-08-28,"SW","SW7"
"755","NE1",1,2024-08-28,"NE","NE1"
"756","NE2",5,2024-08-28,"NE","NE2"
"757","NE3",3,2024-08-28,"NE","NE3"
"758","NE4",1,2024-08-28,"NE","NE4"
"759","NE5",2,2024-08-28,"NE","NE5"
"760","NE6",3,2024-08-28,"NE","NE6"
"761","NE7",1,2024-08-28,"NE","NE7"
"762","SE1",0,2024-08-28,"SE","SE1"
"763","SE2",0,2024-08-28,"SE","SE2"
"764","SE3",0,2024-08-28,"SE","SE3"
"765","SE4",0,2024-08-28,"SE","SE4"
"766","SE5",2,2024-08-28,"SE","SE5"
"767","SE6",0,2024-08-28,"SE","SE6"
"768","SE7",2,2024-08-28,"SE","SE7"
"769","aa",1,2024-08-28,"Out of City Limits","Lilyfield"
"770","bb",1,2024-08-28,"Out of City Limits","North Perimeter"
"771","cc",1,2024-08-28,"Out of City Limits","West St. Paul"
"772","dd",2,2024-08-28,"Out of City Limits","East St. Paul"
"773","ee",0,2024-08-28,"Out of City Limits","Springfield"
"774","ff",0,2024-08-28,"Out of City Limits","Ritchot"
"775","gg",0,2024-08-28,"Out of City Limits","MacDonald"
"776","hh",0,2024-08-28,"Out of City Limits","Headingly"
"777","ii",0,2024-08-28,"Out of City Limits","Rosser"
"778","NW1",NA,2024-08-27,"NW","NW1"
"779","NW2",0,2024-08-27,"NW","NW2"
"780","NW3",1,2024-08-27,"NW","NW3"
"781","NW4",5,2024-08-27,"NW","NW4"
"782","NW5",2,2024-08-27,"NW","NW5"
"783","NW6",0,2024-08-27,"NW","NW6"
"784","NW7",1,2024-08-27,"NW","NW7"
"785","SW1",0,2024-08-27,"SW","SW1"
"786","SW2",1,2024-08-27,"SW","SW2"
"787","SW3",0,2024-08-27,"SW","SW3"
"788","SW4",0,2024-08-27,"SW","SW4"
"789","SW5",0,2024-08-27,"SW","SW5"
"790","SW6",1,2024-08-27,"SW","SW6"
"791","SW7",0,2024-08-27,"SW","SW7"
"792","NE1",3,2024-08-27,"NE","NE1"
"793","NE2",7,2024-08-27,"NE","NE2"
"794","NE3",9,2024-08-27,"NE","NE3"
"795","NE4",0,2024-08-27,"NE","NE4"
"796","NE5",2,2024-08-27,"NE","NE5"
"797","NE6",0,2024-08-27,"NE","NE6"
"798","NE7",1,2024-08-27,"NE","NE7"
"799","SE1",0,2024-08-27,"SE","SE1"
"800","SE2",2,2024-08-27,"SE","SE2"
"801","SE3",0,2024-08-27,"SE","SE3"
"802","SE4",4,2024-08-27,"SE","SE4"
"803","SE5",3,2024-08-27,"SE","SE5"
"804","SE6",0,2024-08-27,"SE","SE6"
"805","SE7",2,2024-08-27,"SE","SE7"
"806","aa",2,2024-08-27,"Out of City Limits","Lilyfield"
"807","bb",1,2024-08-27,"Out of City Limits","North Perimeter"
"808","cc",0,2024-08-27,"Out of City Limits","West St. Paul"
"809","dd",3,2024-08-27,"Out of City Limits","East St. Paul"
"810","ee",0,2024-08-27,"Out of City Limits","Springfield"
"811","ff",1,2024-08-27,"Out of City Limits","Ritchot"
"812","gg",1,2024-08-27,"Out of City Limits","MacDonald"
"813","hh",4,2024-08-27,"Out of City Limits","Headingly"
"814","ii",0,2024-08-27,"Out of City Limits","Rosser"
"815","NW1",NA,2024-08-26,"NW","NW1"
"816","NW2",1,2024-08-26,"NW","NW2"
"817","NW3",3,2024-08-26,"NW","NW3"
"818","NW4",5,2024-08-26,"NW","NW4"
"819","NW5",4,2024-08-26,"NW","NW5"
"820","NW6",0,2024-08-26,"NW","NW6"
"821","NW7",5,2024-08-26,"NW","NW7"
"822","SW1",0,2024-08-26,"SW","SW1"
"823","SW2",3,2024-08-26,"SW","SW2"
"824","SW3",3,2024-08-26,"SW","SW3"
"825","SW4",1,2024-08-26,"SW","SW4"
"826","SW5",0,2024-08-26,"SW","SW5"
"827","SW6",4,2024-08-26,"SW","SW6"
"828","SW7",0,2024-08-26,"SW","SW7"
"829","NE1",7,2024-08-26,"NE","NE1"
"830","NE2",5,2024-08-26,"NE","NE2"
"831","NE3",10,2024-08-26,"NE","NE3"
"832","NE4",2,2024-08-26,"NE","NE4"
"833","NE5",0,2024-08-26,"NE","NE5"
"834","NE6",2,2024-08-26,"NE","NE6"
"835","NE7",2,2024-08-26,"NE","NE7"
"836","SE1",1,2024-08-26,"SE","SE1"
"837","SE2",3,2024-08-26,"SE","SE2"
"838","SE3",1,2024-08-26,"SE","SE3"
"839","SE4",4,2024-08-26,"SE","SE4"
"840","SE5",4,2024-08-26,"SE","SE5"
"841","SE6",0,2024-08-26,"SE","SE6"
"842","SE7",3,2024-08-26,"SE","SE7"
"843","aa",2,2024-08-26,"Out of City Limits","Lilyfield"
"844","bb",2,2024-08-26,"Out of City Limits","North Perimeter"
"845","cc",0,2024-08-26,"Out of City Limits","West St. Paul"
"846","dd",5,2024-08-26,"Out of City Limits","East St. Paul"
"847","ee",1,2024-08-26,"Out of City Limits","Springfield"
"848","ff",7,2024-08-26,"Out of City Limits","Ritchot"
"849","gg",0,2024-08-26,"Out of City Limits","MacDonald"
"850","hh",13,2024-08-26,"Out of City Limits","Headingly"
"851","ii",1,2024-08-26,"Out of City Limits","Rosser"
"852","NW1",1,2024-08-23,"NW","NW1"
"853","NW2",1,2024-08-23,"NW","NW2"
"854","NW3",3,2024-08-23,"NW","NW3"
"855","NW4",4,2024-08-23,"NW","NW4"
"856","NW5",13,2024-08-23,"NW","NW5"
"857","NW6",0,2024-08-23,"NW","NW6"
"858","NW7",4,2024-08-23,"NW","NW7"
"859","SW1",0,2024-08-23,"SW","SW1"
"860","SW2",10,2024-08-23,"SW","SW2"
"861","SW3",5,2024-08-23,"SW","SW3"
"862","SW4",1,2024-08-23,"SW","SW4"
"863","SW5",1,2024-08-23,"SW","SW5"
"864","SW6",4,2024-08-23,"SW","SW6"
"865","SW7",0,2024-08-23,"SW","SW7"
"866","NE1",5,2024-08-23,"NE","NE1"
"867","NE2",2,2024-08-23,"NE","NE2"
"868","NE3",5,2024-08-23,"NE","NE3"
"869","NE4",1,2024-08-23,"NE","NE4"
"870","NE5",1,2024-08-23,"NE","NE5"
"871","NE6",1,2024-08-23,"NE","NE6"
"872","NE7",2,2024-08-23,"NE","NE7"
"873","SE1",0,2024-08-23,"SE","SE1"
"874","SE2",1,2024-08-23,"SE","SE2"
"875","SE3",7,2024-08-23,"SE","SE3"
"876","SE4",2,2024-08-23,"SE","SE4"
"877","SE5",5,2024-08-23,"SE","SE5"
"878","SE6",1,2024-08-23,"SE","SE6"
"879","SE7",0,2024-08-23,"SE","SE7"
"880","aa",4,2024-08-23,"Out of City Limits","Lilyfield"
"881","bb",0,2024-08-23,"Out of City Limits","North Perimeter"
"882","cc",2,2024-08-23,"Out of City Limits","West St. Paul"
"883","dd",3,2024-08-23,"Out of City Limits","East St. Paul"
"884","ee",1,2024-08-23,"Out of City Limits","Springfield"
"885","ff",3,2024-08-23,"Out of City Limits","Ritchot"
"886","gg",0,2024-08-23,"Out of City Limits","MacDonald"
"887","hh",7,2024-08-23,"Out of City Limits","Headingly"
"888","ii",3,2024-08-23,"Out of City Limits","Rosser"
"889","NW1",4,2024-08-22,"NW","NW1"
"890","NW2",0,2024-08-22,"NW","NW2"
"891","NW3",0,2024-08-22,"NW","NW3"
"892","NW4",13,2024-08-22,"NW","NW4"
"893","NW5",1,2024-08-22,"NW","NW5"
"894","NW6",0,2024-08-22,"NW","NW6"
"895","NW7",5,2024-08-22,"NW","NW7"
"896","SW1",0,2024-08-22,"SW","SW1"
"897","SW2",8,2024-08-22,"SW","SW2"
"898","SW3",6,2024-08-22,"SW","SW3"
"899","SW4",0,2024-08-22,"SW","SW4"
"900","SW5",0,2024-08-22,"SW","SW5"
"901","SW6",2,2024-08-22,"SW","SW6"
"902","SW7",1,2024-08-22,"SW","SW7"
"903","NE1",12,2024-08-22,"NE","NE1"
"904","NE2",2,2024-08-22,"NE","NE2"
"905","NE3",3,2024-08-22,"NE","NE3"
"906","NE4",0,2024-08-22,"NE","NE4"
"907","NE5",2,2024-08-22,"NE","NE5"
"908","NE6",1,2024-08-22,"NE","NE6"
"909","NE7",1,2024-08-22,"NE","NE7"
"910","SE1",1,2024-08-22,"SE","SE1"
"911","SE2",13,2024-08-22,"SE","SE2"
"912","SE3",0,2024-08-22,"SE","SE3"
"913","SE4",8,2024-08-22,"SE","SE4"
"914","SE5",0,2024-08-22,"SE","SE5"
"915","SE6",2,2024-08-22,"SE","SE6"
"916","SE7",4,2024-08-22,"SE","SE7"
"917","aa",7,2024-08-22,"Out of City Limits","Lilyfield"
"918","bb",2,2024-08-22,"Out of City Limits","North Perimeter"
"919","cc",1,2024-08-22,"Out of City Limits","West St. Paul"
"920","dd",6,2024-08-22,"Out of City Limits","East St. Paul"
"921","ee",5,2024-08-22,"Out of City Limits","Springfield"
"922","ff",13,2024-08-22,"Out of City Limits","Ritchot"
"923","gg",2,2024-08-22,"Out of City Limits","MacDonald"
"924","hh",21,2024-08-22,"Out of City Limits","Headingly"
"925","ii",0,2024-08-22,"Out of City Limits","Rosser"
"926","NW1",1,2024-08-21,"NW","NW1"
"927","NW2",0,2024-08-21,"NW","NW2"
"928","NW3",1,2024-08-21,"NW","NW3"
"929","NW4",1,2024-08-21,"NW","NW4"
"930","NW5",2,2024-08-21,"NW","NW5"
"931","NW6",0,2024-08-21,"NW","NW6"
"932","NW7",10,2024-08-21,"NW","NW7"
"933","SW1",1,2024-08-21,"SW","SW1"
"934","SW2",5,2024-08-21,"SW","SW2"
"935","SW3",4,2024-08-21,"SW","SW3"
"936","SW4",0,2024-08-21,"SW","SW4"
"937","SW5",0,2024-08-21,"SW","SW5"
"938","SW6",1,2024-08-21,"SW","SW6"
"939","SW7",0,2024-08-21,"SW","SW7"
"940","NE1",3,2024-08-21,"NE","NE1"
"941","NE2",5,2024-08-21,"NE","NE2"
"942","NE3",2,2024-08-21,"NE","NE3"
"943","NE4",0,2024-08-21,"NE","NE4"
"944","NE5",0,2024-08-21,"NE","NE5"
"945","NE6",0,2024-08-21,"NE","NE6"
"946","NE7",0,2024-08-21,"NE","NE7"
"947","SE1",0,2024-08-21,"SE","SE1"
"948","SE2",2,2024-08-21,"SE","SE2"
"949","SE3",1,2024-08-21,"SE","SE3"
"950","SE4",11,2024-08-21,"SE","SE4"
"951","SE5",0,2024-08-21,"SE","SE5"
"952","SE6",2,2024-08-21,"SE","SE6"
"953","SE7",0,2024-08-21,"SE","SE7"
"954","aa",2,2024-08-21,"Out of City Limits","Lilyfield"
"955","bb",1,2024-08-21,"Out of City Limits","North Perimeter"
"956","cc",0,2024-08-21,"Out of City Limits","West St. Paul"
"957","dd",5,2024-08-21,"Out of City Limits","East St. Paul"
"958","ee",0,2024-08-21,"Out of City Limits","Springfield"
"959","ff",3,2024-08-21,"Out of City Limits","Ritchot"
"960","gg",1,2024-08-21,"Out of City Limits","MacDonald"
"961","hh",3,2024-08-21,"Out of City Limits","Headingly"
"962","ii",1,2024-08-21,"Out of City Limits","Rosser"
"963","NW1",6,2024-08-20,"NW","NW1"
"964","NW2",0,2024-08-20,"NW","NW2"
"965","NW3",3,2024-08-20,"NW","NW3"
"966","NW4",8,2024-08-20,"NW","NW4"
"967","NW5",6,2024-08-20,"NW","NW5"
"968","NW6",0,2024-08-20,"NW","NW6"
"969","NW7",13,2024-08-20,"NW","NW7"
"970","SW1",0,2024-08-20,"SW","SW1"
"971","SW2",5,2024-08-20,"SW","SW2"
"972","SW3",6,2024-08-20,"SW","SW3"
"973","SW4",0,2024-08-20,"SW","SW4"
"974","SW5",0,2024-08-20,"SW","SW5"
"975","SW6",3,2024-08-20,"SW","SW6"
"976","SW7",0,2024-08-20,"SW","SW7"
"977","NE1",18,2024-08-20,"NE","NE1"
"978","NE2",5,2024-08-20,"NE","NE2"
"979","NE3",5,2024-08-20,"NE","NE3"
"980","NE4",0,2024-08-20,"NE","NE4"
"981","NE5",0,2024-08-20,"NE","NE5"
"982","NE6",0,2024-08-20,"NE","NE6"
"983","NE7",2,2024-08-20,"NE","NE7"
"984","SE1",2,2024-08-20,"SE","SE1"
"985","SE2",3,2024-08-20,"SE","SE2"
"986","SE3",1,2024-08-20,"SE","SE3"
"987","SE4",8,2024-08-20,"SE","SE4"
"988","SE5",3,2024-08-20,"SE","SE5"
"989","SE6",3,2024-08-20,"SE","SE6"
"990","SE7",3,2024-08-20,"SE","SE7"
"991","aa",4,2024-08-20,"Out of City Limits","Lilyfield"
"992","bb",1,2024-08-20,"Out of City Limits","North Perimeter"
"993","cc",0,2024-08-20,"Out of City Limits","West St. Paul"
"994","dd",5,2024-08-20,"Out of City Limits","East St. Paul"
"995","ee",3,2024-08-20,"Out of City Limits","Springfield"
"996","ff",11,2024-08-20,"Out of City Limits","Ritchot"
"997","gg",0,2024-08-20,"Out of City Limits","MacDonald"
"998","hh",13,2024-08-20,"Out of City Limits","Headingly"
"999","ii",0,2024-08-20,"Out of City Limits","Rosser"
"1000","NW1",7,2024-08-19,"NW","NW1"
"1001","NW2",0,2024-08-19,"NW","NW2"
"1002","NW3",4,2024-08-19,"NW","NW3"
"1003","NW4",5,2024-08-19,"NW","NW4"
"1004","NW5",9,2024-08-19,"NW","NW5"
"1005","NW6",0,2024-08-19,"NW","NW6"
"1006","NW7",12,2024-08-19,"NW","NW7"
"1007","SW1",4,2024-08-19,"SW","SW1"
"1008","SW2",0,2024-08-19,"SW","SW2"
"1009","SW3",5,2024-08-19,"SW","SW3"
"1010","SW4",4,2024-08-19,"SW","SW4"
"1011","SW5",1,2024-08-19,"SW","SW5"
"1012","SW6",1,2024-08-19,"SW","SW6"
"1013","SW7",1,2024-08-19,"SW","SW7"
"1014","NE1",1,2024-08-19,"NE","NE1"
"1015","NE2",8,2024-08-19,"NE","NE2"
"1016","NE3",2,2024-08-19,"NE","NE3"
"1017","NE4",3,2024-08-19,"NE","NE4"
"1018","NE5",1,2024-08-19,"NE","NE5"
"1019","NE6",2,2024-08-19,"NE","NE6"
"1020","NE7",2,2024-08-19,"NE","NE7"
"1021","SE1",2,2024-08-19,"SE","SE1"
"1022","SE2",4,2024-08-19,"SE","SE2"
"1023","SE3",3,2024-08-19,"SE","SE3"
"1024","SE4",4,2024-08-19,"SE","SE4"
"1025","SE5",1,2024-08-19,"SE","SE5"
"1026","SE6",3,2024-08-19,"SE","SE6"
"1027","SE7",1,2024-08-19,"SE","SE7"
"1028","aa",3,2024-08-19,"Out of City Limits","Lilyfield"
"1029","bb",2,2024-08-19,"Out of City Limits","North Perimeter"
"1030","cc",1,2024-08-19,"Out of City Limits","West St. Paul"
"1031","dd",3,2024-08-19,"Out of City Limits","East St. Paul"
"1032","ee",0,2024-08-19,"Out of City Limits","Springfield"
"1033","ff",2,2024-08-19,"Out of City Limits","Ritchot"
"1034","gg",0,2024-08-19,"Out of City Limits","MacDonald"
"1035","hh",8,2024-08-19,"Out of City Limits","Headingly"
"1036","ii",2,2024-08-19,"Out of City Limits","Rosser"
"1037","NW1",6,2024-08-16,"NW","NW1"
"1038","NW2",0,2024-08-16,"NW","NW2"
"1039","NW3",2,2024-08-16,"NW","NW3"
"1040","NW4",3,2024-08-16,"NW","NW4"
"1041","NW5",1,2024-08-16,"NW","NW5"
"1042","NW6",0,2024-08-16,"NW","NW6"
"1043","NW7",5,2024-08-16,"NW","NW7"
"1044","SW1",1,2024-08-16,"SW","SW1"
"1045","SW2",5,2024-08-16,"SW","SW2"
"1046","SW3",2,2024-08-16,"SW","SW3"
"1047","SW4",0,2024-08-16,"SW","SW4"
"1048","SW5",0,2024-08-16,"SW","SW5"
"1049","SW6",1,2024-08-16,"SW","SW6"
